Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),,Snowday?
2013,1,24,†,-17.5,,-27,,-22.3,,40.3,,0,,0,,0,,0,,28,,FALSE
2013,1,25,†,-14.4,,-23,,-18.7,,36.7,,0,,0,,0,,0,,28,,FALSE
2013,1,26,†,-10,,-24,,-17,,35,,0,,0,,0,,0,,28,,FALSE
2013,1,27,†,-9.9,,-20.3,,-15.1,,33.1,,0,,0,,0,,0,,28,,FALSE
2013,1,28,†,-6.9,,-13,,-10,,28,,0,,0,,11.4,,10.2,,28,,FALSE
2013,1,29,†,0.5,,-16.1,,-7.8,,25.8,,0,,3,,0,,3,,35,,FALSE
2013,1,30,†,12,,-5,,3.5,,14.5,,0,,15.2,,0,,15.2,,33,,FALSE
2013,1,31,†,3.9,,-6.1,,-1.1,,19.1,,0,,0,,0,,0,,22,,FALSE
2013,2,1,†,-12.5,,-16.1,,-14.3,,32.3,,0,,0,,0,T,0,T,19,,FALSE
2013,2,2,†,-12,,-17.5,,-14.8,,32.8,,0,,0,,0.8,,0.4,,20,,FALSE
2013,2,3,†,-9.3,,-15,,-12.2,,30.2,,0,,0,,2.2,,0.6,,21,,FALSE
2013,2,4,†,-10.2,,-15,,-12.6,,30.6,,0,,0,,0,,0,,22,,FALSE
2013,2,5,†,-8.5,,-23.2,,-15.9,,33.9,,0,,0,,1.5,,0.6,,19,,FALSE
2013,2,6,†,-9.6,,-13.6,,-11.6,,29.6,,0,,0,,0,,0,,20,,FALSE
2013,2,7,†,-14.5,,-20,,-17.3,,35.3,,0,,0,,5.2,,5.2,,19,,FALSE
2013,2,8,†,-8.5,,-17.9,,-13.2,,31.2,,0,,0,,13,,9.6,,22,,TRUE
2013,2,9,†,-7.5,,-15,,-11.3,,29.3,,0,,0,,0,,0,,37,,FALSE
2013,2,10,†,-3.9,,-24,,-14,,32,,0,,0,,0,,0,,36,,FALSE
2013,2,11,†,2,,-10.5,,-4.3,,22.3,,0,,3.5,,1.7,,5,,32,,FALSE
2013,2,12,†,1.7,,-4.5,,-1.4,,19.4,,0,,1.4,,0,T,1.4,,33,,FALSE
2013,2,13,†,1.6,,-3,,-0.7,,18.7,,0,,0,,0,T,0,T,33,,FALSE
2013,2,14,†,2.2,,-3.1,,-0.5,,18.5,,0,,0,,4.2,,4.2,,31,,FALSE
2013,2,15,†,2.7,,-1.4,,0.7,,17.3,,0,,0,,0,T,0,T,30,,FALSE
2013,2,16,†,-8,,-16.5,,-12.3,,30.3,,0,,0,,0,,0,,30,,FALSE
2013,2,17,†,-9.9,,-19.5,,-14.7,,32.7,,0,,0,,0,,0,,30,,FALSE
2013,2,18,†,-6.4,,-18.9,,-12.7,,30.7,,0,,0,,0,,0,,30,,FALSE
2013,2,19,†,-0.4,,-10.9,,-5.7,,23.7,,0,,0,,6,,5.6,,30,,FALSE
2013,2,20,†,-3.4,,-5.2,,-4.3,,22.3,,0,,0,,4,,1.3,,32,,FALSE
2013,2,21,†,-2.9,,-15.8,,-9.4,,27.4,,0,,0,,0,T,0,T,32,,FALSE
2013,2,22,†,1.4,,-6.4,,-2.5,,20.5,,0,,0,,0,T,0,T,32,,FALSE
2013,2,23,†,0.3,,-3.5,,-1.6,,19.6,,0,,0,,1.8,,2,,32,,FALSE
2013,2,24,†,1.5,,-2,,-0.3,,18.3,,0,,0,,0.6,,0.4,,33,,FALSE
2013,2,25,†,4.6,,-3.4,,0.6,,17.4,,0,,0,,0,,0,,34,,FALSE
2013,2,26,†,4,,-4.1,,-0.1,,18.1,,0,,0,T,0,,0,T,31,,FALSE
2013,2,27,†,1.1,,-0.5,,0.3,,17.7,,0,,1.5,,29,,38.2,,29,,TRUE
2013,2,28,†,1.4,,-0.8,,0.3,,17.7,,0,,0,,3,,3,,55,,FALSE
2013,3,1,†,-0.1,,-1.3,,-0.7,,18.7,,0,,0,,0.3,,0.3,,52,,FALSE
2013,3,2,†,-4.5,,-7.5,,-6,,24,,0,,0,,0.3,,0.3,,54,,FALSE
2013,3,3,†,-4,,-8.5,,-6.3,,24.3,,0,,0,,0,T,0,T,54,,FALSE
2013,3,4,†,-2.3,,-9.1,,-5.7,,23.7,,0,,0,,3.4,,3.4,,53,,FALSE
2013,3,5,†,4.6,,-6.4,,-0.9,,18.9,,0,,0,,0,,0,,54,,FALSE
2013,3,6,†,4.5,,-2,,1.3,,16.7,,0,,0,,0,,0,,52,,FALSE
2013,3,7,†,0.7,,-0.5,,0.1,,17.9,,0,,0,,0,,0,,48,,FALSE
2013,3,8,†,5,,-3.5,,0.8,,17.2,,0,,0,,0,,0,,47,,FALSE
2013,3,9,†,7.5,,-9.5,,-1,,19,,0,,0,,0,,0,,47,,FALSE
2013,3,10,†,6.8,,-3.5,,1.7,,16.3,,0,,0,,0,,0,,45,,FALSE
2013,3,11,†,9,,1.4,,5.2,,12.8,,0,,4.4,,0,,4.4,,43,,FALSE
2013,3,12,†,5.1,,2,,3.6,,14.4,,0,,0,T,0,,0,T,37,,FALSE
2013,3,13,†,3,,-2.2,,0.4,,17.6,,0,,0,,0,T,0,T,34,,FALSE
2013,3,14,†,-6.7,,-11.3,,-9,,27,,0,,0,,0,,0,,34,,FALSE
2013,3,15,†,1.5,,-12,,-5.3,,23.3,,0,,0,,3,,3,,34,,FALSE
2013,3,16,†,-6,,-12,,-9,,27,,0,,0,,0,,0,,38,,FALSE
2013,3,17,†,-5.5,,-16.5,,-11,,29,,0,,0,,0,,0,,37,,FALSE
2013,3,18,†,-3.5,,-17.6,,-10.6,,28.6,,0,,0,,10,,8.8,,36,,FALSE
2013,3,19,†,0.6,,-7.5,,-3.5,,21.5,,0,,0,,8.2,,8.2,,40,,FALSE
2013,3,20,†,0.1,,-14,,-7,,25,,0,,0,,0.9,,0.5,,46,,FALSE
2013,3,21,†,0,,-7.1,,-3.6,,21.6,,0,,0,,1.7,,1.2,,45,,FALSE
2013,3,22,†,-1.5,,-8.5,,-5,,23,,0,,0,,0,,0,,47,,FALSE
2013,3,23,†,3.1,,-5.5,,-1.2,,19.2,,0,,0,,0,,0,,45,,FALSE
2013,3,24,†,3.7,,-1,,1.4,,16.6,,0,,0,,0,,0,,43,,FALSE
2013,3,25,†,6.1,,-4.5,,0.8,,17.2,,0,,0,,0,,0,,39,,FALSE
2013,3,26,†,8.2,,-1.2,,3.5,,14.5,,0,,0,,0,,0,,39,,FALSE
2013,3,27,†,5.5,,0.2,,2.9,,15.1,,0,,0,T,0,,0,T,34,,FALSE
2013,3,28,†,8,,1.4,,4.7,,13.3,,0,,0,,0,,0,,31,,FALSE
2013,3,29,†,7.5,,2,,4.8,,13.2,,0,,0,,0,,0,,28,,FALSE
2013,3,30,†,9.3,,-4.5,,2.4,,15.6,,0,,0,,0,,0,,23,,FALSE
2013,3,31,†,11,,-2.5,,4.3,,13.7,,0,,2.2,,0,,2.2,,20,,FALSE
2013,4,1,†,5.5,,0.5,,3,,15,,0,,0,,0,,0,,12,,FALSE
2013,4,2,†,0,,-7.5,,-3.8,,21.8,,0,,0,,0,,0,,10,,FALSE
2013,4,3,†,1.4,,-6.2,,-2.4,,20.4,,0,,0,,0,,0,,10,,FALSE
2013,4,4,†,7.7,,-5.7,,1,,17,,0,,2.4,,0.5,,2.9,,10,,FALSE
2013,4,5,†,3.3,,0.1,,1.7,,16.3,,0,,0,,0,,0,,6,,FALSE
2013,4,6,†,4,,-7,,-1.5,,19.5,,0,,1,,0,,1,,2,,FALSE
2013,4,7,†,12.4,,-0.5,,6,,12,,0,,0.2,,0,,0.2,,0,,FALSE
2013,4,8,†,8.4,,1.5,,5,,13,,0,,12.8,,0,,12.8,,0,,FALSE
2013,4,9,†,11.4,,2.6,,7,,11,,0,,0.2,,0,,0.2,,0,,FALSE
2013,4,10,†,9,,4.2,,6.6,,11.4,,0,,0,,0,,0,,0,,FALSE
2013,4,11,†,3.7,,-3.8,,-0.1,,18.1,,0,,1.6,,3,,4.6,,0,,FALSE
2013,4,12,†,3,,-2.7,,0.2,,17.8,,0,,12.1,,3,,15.1,,0,,TRUE
2013,4,13,†,6,,-0.5,,2.8,,15.2,,0,,1.2,,0,,1.2,,1,,FALSE
2013,4,14,†,7.5,,1,,4.3,,13.7,,0,,0,,0,,0,,0,,FALSE
2013,4,15,†,13.5,,-2.1,,5.7,,12.3,,0,,2,,0,,2,,0,,FALSE
2013,4,16,†,15,,6,,10.5,,7.5,,0,,0.2,,0,,0.2,,0,,FALSE
2013,4,17,†,11.6,,2,,6.8,,11.2,,0,,0,,0,,0,,0,,FALSE
2013,4,18,†,19.5,,3.3,,11.4,,6.6,,0,,10.6,,0,,10.6,,0,,FALSE
2013,4,19,†,22.4,,9.5,,16,,2,,0,,5.2,,0,,5.2,,0,,FALSE
2013,4,20,†,6.5,,1,,3.8,,14.2,,0,,0,,0,,0,,0,,FALSE
2013,4,21,†,6.8,,-4,,1.4,,16.6,,0,,0,,0,,0,,0,,FALSE
2013,4,22,†,15,,-2,,6.5,,11.5,,0,,0,,0,,0,,0,,FALSE
2013,4,23,†,15.7,,0.7,,8.2,,9.8,,0,,0,,0,,0,,0,,FALSE
2013,4,24,†,18,,5.2,,11.6,,6.4,,0,,5.4,,0,,5.4,,0,,FALSE
2013,4,25,†,12.1,,1.8,,7,,11,,0,,3.5,,0,,3.5,,0,,FALSE
2013,4,26,†,12.4,,3.9,,8.2,,9.8,,0,,1.1,,0,,1.1,,0,,FALSE
2013,4,27,†,13.4,,2.5,,8,,10,,0,,0,T,0,,0,T,0,,FALSE
2013,4,28,†,22.2,,3,,12.6,,5.4,,0,,0,,0,,0,,0,,FALSE
2013,4,29,†,15.1,,10.3,,12.7,,5.3,,0,,1.8,,0,,1.8,,0,,FALSE
2013,4,30,†,20,,11.2,,15.6,,2.4,,0,,0,,0,,0,,0,,FALSE
2013,5,1,†,24.4,,7.7,,16.1,,1.9,,0,,0,,0,,0,,0,,FALSE
2013,5,2,†,27,,10.8,,18.9,,0,,0.9,,0,,0,,0,,0,,FALSE
2013,5,3,†,23.3,,11.4,,17.4,,0.6,,0,,0,,0,,0,,0,,FALSE
2013,5,4,†,25,,8.5,,16.8,,1.2,,0,,0,,0,,0,,0,,FALSE
2013,5,5,†,26.4,,7.5,,17,,1,,0,,0,,0,,0,,0,,FALSE
2013,5,6,†,26.1,,9.8,,18,,0,,0,,0,,0,,0,,0,,FALSE
2013,5,7,†,27.5,,6.7,,17.1,,0.9,,0,,0,,0,,0,,0,,FALSE
2013,5,8,†,27.5,,10,,18.8,,0,,0.8,,0,,0,,0,,0,,FALSE
2013,5,9,†,24.2,,15.1,,19.7,,0,,1.7,,0,,0,,0,,0,,FALSE
2013,5,10,†,16.8,,9.6,,13.2,,4.8,,0,,16,,0,,16,,0,,FALSE
2013,5,11,†,14,,8.5,,11.3,,6.7,,0,,0.8,,0,,0.8,,0,,FALSE
2013,5,12,†,12.2,,6.5,,9.4,,8.6,,0,,0.4,,0,,0.4,,0,,FALSE
2013,5,13,†,11.4,,1.9,,6.7,,11.3,,0,,0,,0,,0,,0,,FALSE
2013,5,14,†,15,,-0.9,,7.1,,10.9,,0,,0,,0,,0,,0,,FALSE
2013,5,15,†,16.9,,1.7,,9.3,,8.7,,0,,1.4,,0,,1.4,,0,,FALSE
2013,5,16,†,17.5,,6.5,,12,,6,,0,,0,,0,,0,,0,,FALSE
2013,5,17,†,20.3,,5,,12.7,,5.3,,0,,0,,0,,0,,0,,FALSE
2013,5,18,†,23,,4,,13.5,,4.5,,0,,0,,0,,0,,0,,FALSE
2013,5,19,†,17.5,,8,,12.8,,5.2,,0,,2.5,,0,,2.5,,0,,FALSE
2013,5,20,†,22,,13.5,,17.8,,0.2,,0,,4.7,,0,,4.7,,0,,FALSE
2013,5,21,†,17.5,,13.8,,15.7,,2.3,,0,,13.8,,0,,13.8,,0,,FALSE
2013,5,22,†,22.2,,13,,17.6,,0.4,,0,,21.2,,0,,21.2,,0,,FALSE
2013,5,23,†,20.5,,14.9,,17.7,,0.3,,0,,5,,0,,5,,0,,FALSE
2013,5,24,†,13,,4.1,,8.6,,9.4,,0,,3.5,,0,,3.5,,0,,FALSE
2013,5,25,†,15.3,,6.5,,10.9,,7.1,,0,,0,,0,,0,,0,,FALSE
2013,5,26,†,18.6,,8.5,,13.6,,4.4,,0,,0,,0,,0,,0,,FALSE
2013,5,27,†,19.7,,5.6,,12.7,,5.3,,0,,0,,0,,0,,0,,FALSE
2013,5,28,†,23,,4.7,,13.9,,4.1,,0,,2.4,,0,,2.4,,0,,FALSE
2013,5,29,†,25,,13.2,,19.1,,0,,1.1,,1.6,,0,,1.6,,0,,FALSE
2013,5,30,†,30,,14.2,,22.1,,0,,4.1,,1.2,,0,,1.2,,0,,FALSE
2013,5,31,†,32.1,,18.4,,25.3,,0,,7.3,,3.2,,0,,3.2,,0,,FALSE
2013,6,1,†,28,,20,,24,,0,,6,,21,,0,,21,,0,,FALSE
2013,6,2,†,25.9,,19,,22.5,,0,,4.5,,1,,0,,1,,0,,FALSE
2013,6,3,†,19.7,,10.8,,15.3,,2.7,,0,,0,,0,,0,,0,,FALSE
2013,6,4,†,20.5,,9.4,,15,,3,,0,,0,,0,,0,,0,,FALSE
2013,6,5,†,16.9,,8.3,,12.6,,5.4,,0,,0,T,0,,0,T,0,,FALSE
2013,6,6,†,13,,10,,11.5,,6.5,,0,,28.6,,0,,28.6,,0,,FALSE
2013,6,7,†,14.5,,11.5,,13,,5,,0,,2.7,,0,,2.7,,0,,FALSE
2013,6,8,†,18.5,,12,,15.3,,2.7,,0,,0,,0,,0,,0,,FALSE
2013,6,9,†,25.6,,13.5,,19.6,,0,,1.6,,0,,0,,0,,0,,FALSE
2013,6,10,†,25.9,,12.9,,19.4,,0,,1.4,,20.4,,0,,20.4,,0,,FALSE
2013,6,11,†,17.2,,13.9,,15.6,,2.4,,0,,11.6,,0,,11.6,,0,,FALSE
2013,6,12,†,24.6,,12,,18.3,,0,,0.3,,0.2,,0,,0.2,,0,,FALSE
2013,6,13,†,22.8,,12.7,,17.8,,0.2,,0,,0,,0,,0,,0,,FALSE
2013,6,14,†,24,,14.1,,19.1,,0,,1.1,,0,,0,,0,,0,,FALSE
2013,6,15,†,25,,10,,17.5,,0.5,,0,,1,,0,,1,,0,,FALSE
2013,6,16,†,16.5,,10.5,,13.5,,4.5,,0,,16.5,,0,,16.5,,0,,FALSE
2013,6,17,†,17.7,,12.7,,15.2,,2.8,,0,,0.2,,0,,0.2,,0,,FALSE
2013,6,18,†,20.4,,7.4,,13.9,,4.1,,0,,0,,0,,0,,0,,FALSE
2013,6,19,†,20.5,,8.4,,14.5,,3.5,,0,,0,,0,,0,,0,,FALSE
2013,6,20,†,24.1,,8.5,,16.3,,1.7,,0,,0,,0,,0,,0,,FALSE
2013,6,21,†,27,,13.7,,20.4,,0,,2.4,,0,,0,,0,,0,,FALSE
2013,6,22,†,20,,17.5,,18.8,,0,,0.8,,5,,0,,5,,0,,FALSE
2013,6,23,†,26.6,,17.5,,22.1,,0,,4.1,,12.1,,0,,12.1,,0,,FALSE
2013,6,24,†,31.8,,20.3,,26.1,,0,,8.1,,4,,0,,4,,0,,FALSE
2013,6,25,†,28.5,,19.2,,23.9,,0,,5.9,,3.8,,0,,3.8,,0,,FALSE
2013,6,26,†,28.4,,18.8,,23.6,,0,,5.6,,0,T,0,,0,T,0,,FALSE
2013,6,27,†,27,,18.7,,22.9,,0,,4.9,,4.4,,0,,4.4,,0,,FALSE
2013,6,28,†,17.3,,14.8,,16.1,,1.9,,0,,26,,0,,26,,0,,FALSE
2013,6,29,†,21,,15,,18,,0,,0,,0,,0,,0,,0,,FALSE
2013,6,30,†,24.5,,14.5,,19.5,,0,,1.5,,0,,0,,0,,0,,FALSE
2013,7,1,†,23.5,,15,,19.3,,0,,1.3,,0,,0,,0,,0,,FALSE
2013,7,2,†,20,,14.6,,17.3,,0.7,,0,,0,,0,,0,,0,,FALSE
2013,7,3,†,27.9,,17.8,,22.9,,0,,4.9,,0,,0,,0,,0,,FALSE
2013,7,4,†,29.2,,18.6,,23.9,,0,,5.9,,0,,0,,0,,0,,FALSE
2013,7,5,†,28.2,,20.2,,24.2,,0,,6.2,,0,,0,,0,,0,,FALSE
2013,7,6,†,30,,20,,25,,0,,7,,0,,0,,0,,0,,FALSE
2013,7,7,†,25,,19,,22,,0,,4,,5.1,,0,,5.1,,0,,FALSE
2013,7,8,†,26,,16.8,,21.4,,0,,3.4,,0,,0,,0,,0,,FALSE
2013,7,9,†,29.5,,18.4,,24,,0,,6,,0.6,,0,,0.6,,0,,FALSE
2013,7,10,†,29.2,,21.8,,25.5,,0,,7.5,,2.7,,0,,2.7,,0,,FALSE
2013,7,11,†,25.2,,17.6,,21.4,,0,,3.4,,0,,0,,0,,0,,FALSE
2013,7,12,†,24.7,,13.4,,19.1,,0,,1.1,,0,,0,,0,,0,,FALSE
2013,7,13,†,29.5,,12,,20.8,,0,,2.8,,0,,0,,0,,0,,FALSE
2013,7,14,†,31,,18,,24.5,,0,,6.5,,0,,0,,0,,0,,FALSE
2013,7,15,†,32.2,,21.5,,26.9,,0,,8.9,,0,,0,,0,,0,,FALSE
2013,7,16,†,33,,20.2,,26.6,,0,,8.6,,0,,0,,0,,0,,FALSE
2013,7,17,†,34,,23.1,,28.6,,0,,10.6,,0.2,,0,,0.2,,0,,FALSE
2013,7,18,†,30.4,,19.8,,25.1,,0,,7.1,,1,,0,,1,,0,,FALSE
2013,7,19,†,33.3,,21.8,,27.6,,0,,9.6,,26,,0,,26,,0,,FALSE
2013,7,20,†,27.5,,21,,24.3,,0,,6.3,,0,,0,,0,,0,,FALSE
2013,7,21,†,22.5,,12.5,,17.5,,0.5,,0,,0,,0,,0,,0,,FALSE
2013,7,22,†,25.4,,10.6,,18,,0,,0,,0,,0,,0,,0,,FALSE
2013,7,23,†,29.3,,16.4,,22.9,,0,,4.9,,7.7,,0,,7.7,,0,,FALSE
2013,7,24,†,20.7,,11.4,,16.1,,1.9,,0,,0,,0,,0,,0,,FALSE
2013,7,25,†,23.3,,9.9,,16.6,,1.4,,0,,0,,0,,0,,0,,FALSE
2013,7,26,†,25.6,,10.2,,17.9,,0.1,,0,,0,,0,,0,,0,,FALSE
2013,7,27,†,26.5,,11.5,,19,,0,,1,,5.4,,0,,5.4,,0,,FALSE
2013,7,28,†,25.7,,19,,22.4,,0,,4.4,,3.3,,0,,3.3,,0,,FALSE
2013,7,29,†,22,,12.8,,17.4,,0.6,,0,,4.4,,0,,4.4,,0,,FALSE
2013,7,30,†,23.8,,12.2,,18,,0,,0,,0,,0,,0,,0,,FALSE
2013,7,31,†,26.2,,12.1,,19.2,,0,,1.2,,1.2,,0,,1.2,,0,,FALSE
2013,8,1,†,23.2,,17.8,,20.5,,0,,2.5,,18,,0,,18,,0,,FALSE
2013,8,2,†,25.2,,15.1,,20.2,,0,,2.2,,1.1,,0,,1.1,,0,,FALSE
2013,8,3,†,24,,14,,19,,0,,1,,0,,0,,0,,0,,FALSE
2013,8,4,†,20.5,,14.5,,17.5,,0.5,,0,,0.9,,0,,0.9,,0,,FALSE
2013,8,5,†,24,,7.8,,15.9,,2.1,,0,,0,,0,,0,,0,,FALSE
2013,8,6,†,24.5,,13.2,,18.9,,0,,0.9,,0,,0,,0,,0,,FALSE
2013,8,7,†,24.6,,14.5,,19.6,,0,,1.6,,20.2,,0,,20.2,,0,,FALSE
2013,8,8,†,26.5,,16.5,,21.5,,0,,3.5,,0,T,0,,0,T,0,,FALSE
2013,8,9,†,26.8,,18.4,,22.6,,0,,4.6,,0,,0,,0,,0,,FALSE
2013,8,10,†,22.5,,14.1,,18.3,,0,,0.3,,0,,0,,0,,0,,FALSE
2013,8,11,†,25.3,,11.4,,18.4,,0,,0.4,,0,,0,,0,,0,,FALSE
2013,8,12,†,25.5,,13.7,,19.6,,0,,1.6,,11.2,,0,,11.2,,0,,FALSE
2013,8,13,†,23,,15,,19,,0,,1,,4,,0,,4,,0,,FALSE
2013,8,14,†,21.4,,13.2,,17.3,,0.7,,0,,0.4,,0,,0.4,,0,,FALSE
2013,8,15,†,24.4,,11.7,,18.1,,0,,0.1,,0,,0,,0,,0,,FALSE
2013,8,16,†,23.5,,12.8,,18.2,,0,,0.2,,0,,0,,0,,0,,FALSE
2013,8,17,†,25.6,,9.5,,17.6,,0.4,,0,,0,,0,,0,,0,,FALSE
2013,8,18,†,28,,12.5,,20.3,,0,,2.3,,0,,0,,0,,0,,FALSE
2013,8,19,†,27.5,,16.2,,21.9,,0,,3.9,,0,,0,,0,,0,,FALSE
2013,8,20,†,30.7,,15.9,,23.3,,0,,5.3,,0,,0,,0,,0,,FALSE
2013,8,21,†,30.5,,17,,23.8,,0,,5.8,,3,,0,,3,,0,,FALSE
2013,8,22,†,24.2,,19.6,,21.9,,0,,3.9,,2.4,,0,,2.4,,0,,FALSE
2013,8,23,†,22,,14,,18,,0,,0,,0,,0,,0,,0,,FALSE
2013,8,24,†,23.5,,8.5,,16,,2,,0,,0,,0,,0,,0,,FALSE
2013,8,25,†,25.8,,13.1,,19.5,,0,,1.5,,0.6,,0,,0.6,,0,,FALSE
2013,8,26,†,24.9,,17.6,,21.3,,0,,3.3,,0.5,,0,,0.5,,0,,FALSE
2013,8,27,†,27.2,,20.4,,23.8,,0,,5.8,,0.2,,0,,0.2,,0,,FALSE
2013,8,28,†,29.6,,17.2,,23.4,,0,,5.4,,0,,0,,0,,0,,FALSE
2013,8,29,†,27.5,,17.4,,22.5,,0,,4.5,,0,,0,,0,,0,,FALSE
2013,8,30,†,27.7,,17.2,,22.5,,0,,4.5,,12.4,,0,,12.4,,0,,FALSE
2013,8,31,†,24.5,,17,,20.8,,0,,2.8,,0,,0,,0,,0,,FALSE
2013,9,1,†,26.5,,16.5,,21.5,,0,,3.5,,0,,0,,0,,0,,FALSE
2013,9,2,†,23,,16,,19.5,,0,,1.5,,11.2,,0,,11.2,,0,,FALSE
2013,9,3,†,20.7,,13.5,,17.1,,0.9,,0,,0.3,,0,,0.3,,0,,FALSE
2013,9,4,†,19.7,,12.3,,16,,2,,0,,0,,0,,0,,0,,FALSE
2013,9,5,†,17.3,,8.4,,12.9,,5.1,,0,,0,,0,,0,,0,,FALSE
2013,9,6,†,21,,4.8,,12.9,,5.1,,0,,0,,0,,0,,0,,FALSE
2013,9,7,†,20,,13,,16.5,,1.5,,0,,4.3,,0,,4.3,,0,,FALSE
2013,9,8,†,17.1,,10.5,,13.8,,4.2,,0,,0.2,,0,,0.2,,0,,FALSE
2013,9,9,†,21.6,,5.1,,13.4,,4.6,,0,,6.2,,0,,6.2,,0,,FALSE
2013,9,10,†,22,,12.8,,17.4,,0.6,,0,,0,,0,,0,,0,,FALSE
2013,9,11,†,28.6,,14.8,,21.7,,0,,3.7,,7,,0,,7,,0,,FALSE
2013,9,12,†,24.5,,19.4,,22,,0,,4,,16.2,,0,,16.2,,0,,FALSE
2013,9,13,†,12.5,,10.4,,11.5,,6.5,,0,,0,,0,,0,,0,,FALSE
2013,9,14,†,17,,6,,11.5,,6.5,,0,,0,,0,,0,,0,,FALSE
2013,9,15,†,19,,8.5,,13.8,,4.2,,0,,6.4,,0,,6.4,,0,,FALSE
2013,9,16,†,12.2,,6.2,,9.2,,8.8,,0,,0,,0,,0,,0,,FALSE
2013,9,17,†,17.8,,1.7,,9.8,,8.2,,0,,0,,0,,0,,0,,FALSE
2013,9,18,†,22,,4,,13,,5,,0,,0,,0,,0,,0,,FALSE
2013,9,19,†,24.9,,4.9,,14.9,,3.1,,0,,0,,0,,0,,0,,FALSE
2013,9,20,†,26.2,,9.9,,18.1,,0,,0.1,,4,,0,,4,,0,,FALSE
2013,9,21,†,17.5,,16.5,,17,,1,,0,,21.6,,0,,21.6,,0,,FALSE
2013,9,22,†,12.5,,9,,10.8,,7.2,,0,,0.9,,0,,0.9,,0,,FALSE
2013,9,23,†,12.8,,4.5,,8.7,,9.3,,0,,0,,0,,0,,0,,FALSE
2013,9,24,†,19,,4.9,,12,,6,,0,,0,,0,,0,,0,,FALSE
2013,9,25,†,20.7,,3,,11.9,,6.1,,0,,0,,0,,0,,0,,FALSE
2013,9,26,†,19.2,,7.3,,13.3,,4.7,,0,,0,,0,,0,,0,,FALSE
2013,9,27,†,20.5,,5.5,,13,,5,,0,,0,,0,,0,,0,,FALSE
2013,9,28,†,22.3,,5.5,,13.9,,4.1,,0,,0,,0,,0,,0,,FALSE
2013,9,29,†,22.6,,6,,14.3,,3.7,,0,,0,,0,,0,,0,,FALSE
2013,9,30,†,24.1,,8.2,,16.2,,1.8,,0,,0,,0,,0,,0,,FALSE
2013,10,1,†,23.4,,15.7,,19.6,,0,,1.6,,0,,0,,0,,0,,FALSE
2013,10,2,†,24.6,,13.3,,19,,0,,1,,0,,0,,0,,0,,FALSE
2013,10,3,†,22.2,,9.1,,15.7,,2.3,,0,,0.4,,0,,0.4,,0,,FALSE
2013,10,4,†,16.6,,12.9,,14.8,,3.2,,0,,0.3,,0,,0.3,,0,,FALSE
2013,10,5,†,19.5,,12.5,,16,,2,,0,,0,,0,,0,,0,,FALSE
2013,10,6,†,21.4,,9,,15.2,,2.8,,0,,6.7,,0,,6.7,,0,,FALSE
2013,10,7,†,23,,9,,16,,2,,0,,22.3,,0,,22.3,,0,,FALSE
2013,10,8,†,14.9,,5.1,,10,,8,,0,,0,,0,,0,,0,,FALSE
2013,10,9,†,18.4,,1.8,,10.1,,7.9,,0,,0,,0,,0,,0,,FALSE
2013,10,10,†,20.7,,1.9,,11.3,,6.7,,0,,0,,0,,0,,0,,FALSE
2013,10,11,†,22.5,,2.7,,12.6,,5.4,,0,,0,,0,,0,,0,,FALSE
2013,10,12,†,22,,6,,14,,4,,0,,0,,0,,0,,0,,FALSE
2013,10,13,†,20.8,,8.8,,14.8,,3.2,,0,,6.8,,0,,6.8,,0,,FALSE
2013,10,14,†,17.5,,12.5,,15,,3,,0,,0,,0,,0,,0,,FALSE
2013,10,15,†,15.3,,8.3,,11.8,,6.2,,0,,0.3,,0,,0.3,,0,,FALSE
2013,10,16,†,18.3,,11.3,,14.8,,3.2,,0,,0.4,,0,,0.4,,0,,FALSE
2013,10,17,†,17.7,,10,,13.9,,4.1,,0,,9.2,,0,,9.2,,0,,FALSE
2013,10,18,†,14.3,,10.2,,12.3,,5.7,,0,,0,T,0,,0,T,0,,FALSE
2013,10,19,†,13.5,,5,,9.3,,8.7,,0,,12.6,,0,,12.6,,0,,FALSE
2013,10,20,†,13,,5,,9,,9,,0,,0.6,,0,,0.6,,0,,FALSE
2013,10,21,†,14.1,,0.5,,7.3,,10.7,,0,,3.6,,0,,3.6,,0,,FALSE
2013,10,22,†,10.8,,7.3,,9.1,,8.9,,0,,0,,0,,0,,0,,FALSE
2013,10,23,†,8.1,,1.7,,4.9,,13.1,,0,,0,,0,,0,,0,,FALSE
2013,10,24,†,6.1,,-1.9,,2.1,,15.9,,0,,0,,0,,0,,0,,FALSE
2013,10,25,†,5.5,,-0.1,,2.7,,15.3,,0,,0.8,,0,,0.8,,0,,FALSE
2013,10,26,†,6,,-2,,2,,16,,0,,5,,0,,5,,0,,FALSE
2013,10,27,†,7.8,,3,,5.4,,12.6,,0,,0.8,,0,,0.8,,0,,FALSE
2013,10,28,†,5.7,,2.3,,4,,14,,0,,0,,0,,0,,0,,FALSE
2013,10,29,†,4.3,,-5.6,,-0.7,,18.7,,0,,0,,0,T,0,T,0,,FALSE
